PaymentType,Credit,TotalAmt,domain,sparse,Id,SyncToken,TxnDate,Line,AccountRef_value,AccountRef_name,PurchaseEx_any,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,EntityRef_value,EntityRef_name,EntityRef_type,PrivateNote,PrintStatus,DocNumber,RemitToAddr_Id,RemitToAddr_Line1,RemitToAddr_City,RemitToAddr_CountrySubDivisionCode,RemitToAddr_PostalCode,RemitToAddr_Lat,RemitToAddr_Long
CreditCard,True,58.42,QBO,False,890,0,2021-03-21,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",86,Discounts given,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '48'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-03-21 04:35:35,2021-03-21 04:35:35,USD,United States Dollar,49,Robertson & Associates,Vendor,always door commercial,Not Set,4073,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,91350 Long Stravenue Apt. 380,Samuelside,TX,97323,-41.745423,128.392005
CreditCard,False,851.69,QBO,False,891,0,2022-09-23,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",49,Plants and Soil,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '83'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-09-23 00:20:05,2022-09-23 00:20:05,USD,United States Dollar,40,Hall Properties,Vendor,option agent least,Not Set,9754,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,83728 James Centers Suite 557,East Amy,TX,71045,87.097536,61.574603
Cash,,335.93,QBO,False,892,0,2021-08-22,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",42,Visa,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '46'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-08-22 16:06:22,2021-08-22 16:06:22,USD,United States Dollar,39,Fidelity,Vendor,group role effort,Not Set,7648,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,245 Waters Radial,Shawnhaven,FL,07885,51.602315,59.774601
Cash,,787.29,QBO,False,893,0,2022-06-25,"[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",11,Insurance,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '58'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-06-25 02:35:55,2022-06-25 02:35:55,USD,United States Dollar,40,Hall Properties,Vendor,as turn participant,,1965,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,1045 Marissa Haven Suite 477,Lake Heathershire,FL,09125,-67.0001725,-171.793399
Cash,,737.49,QBO,False,894,0,2021-02-10,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",55,Automobile,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '58'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-02-10 22:55:44,2021-02-10 22:55:44,USD,United States Dollar,46,Norton Lumber and Building Materials,Vendor,it occur event,Not Set,9675,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,6649 Matthews Drive,Grayton,CA,58141,11.9276865,-63.557353
Cash,,527.52,QBO,False,895,0,2023-10-01,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",57,Workers Compensation,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '86'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-10-01 11:11:01,2023-10-01 11:11:01,USD,United States Dollar,46,Norton Lumber and Building Materials,Vendor,since street simply,,6146,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,70390 Sullivan Grove,Thomasberg,CA,42948,32.4029785,-43.991316
Cash,,303.42,QBO,False,896,0,2021-01-01,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",87,Unapplied Cash Payment Income,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '100'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-01-01 17:25:08,2021-01-01 17:25:08,USD,United States Dollar,35,Computers by Jenni,Vendor,woman beautiful place,,4994,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,539 Donna Ridge,West Dillon,FL,34454,24.4890065,116.115992
Cash,,526.9,QBO,False,897,0,2023-07-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 90.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 365.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",6,Refunds-Allowances,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '47'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-07-02 00:31:06,2023-07-02 00:31:06,USD,United States Dollar,41,Hicks Hardware,Vendor,start material class,,2937,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,3520 Boone Mount Apt. 666,North Deniseborough,LA,54840,88.0894705,-32.825794
CreditCard,False,644.19,QBO,False,898,0,2021-07-21,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",36,Savings,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '12'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-07-21 09:35:58,2021-07-21 09:35:58,USD,United States Dollar,37,EDD,Vendor,turn home hot,Not Set,9482,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,59764 Brian Fall,West Gabrielburgh,TX,01461,13.9883355,-53.063256
Cash,,336.54,QBO,False,899,0,2023-01-11,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",49,Plants and Soil,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '92'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-01-11 16:12:37,2023-01-11 16:12:37,USD,United States Dollar,47,Pam Seitz,Vendor,or someone we,Not Set,3726,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,57121 Knight Ferry Apt. 742,North Michael,LA,09187,-71.850932,124.107791
Check,,478.16,QBO,False,900,0,2022-11-23,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",52,Installation,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '32'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-11-23 21:57:13,2022-11-23 21:57:13,USD,United States Dollar,34,Cigna Health Care,Vendor,approach director day,Not Set,4956,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,807 Timothy Passage Apt. 954,Lake Sophiaside,FL,08479,-64.0946335,-62.415593
Check,,771.11,QBO,False,901,0,2021-09-04,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",24,Utilities,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '31'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-09-04 04:40:30,2021-09-04 04:40:30,USD,United States Dollar,41,Hicks Hardware,Vendor,read collection doctor,Not Set,2041,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,0002 Hawkins Station,West Joseph,TX,28144,29.308487,-41.016139
Check,,327.34,QBO,False,902,0,2022-03-20,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",21,Taxes & Licenses,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '46'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-03-20 17:14:47,2022-03-20 17:14:47,USD,United States Dollar,47,Pam Seitz,Vendor,kind watch enjoy,Not Set,3800,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,2687 Theodore Fields Apt. 118,Chaseport,TX,41806,-55.293572,-5.934639
Check,,512.51,QBO,False,903,0,2021-05-24,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",22,Travel,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '31'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-05-24 17:56:55,2021-05-24 17:56:55,USD,United States Dollar,49,Robertson & Associates,Vendor,option computer anyone,Not Set,8256,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,10161 Adam Junctions,Port Jeremiah,CA,14419,-45.9659205,-105.161254
Cash,,773.7,QBO,False,904,0,2021-12-25,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",39,Depreciation,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '78'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-12-25 09:00:27,2021-12-25 09:00:27,USD,United States Dollar,53,United States Treasury,Vendor,capital evening similar,Not Set,8314,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,1545 Mark Forks,New Steventown,FL,82574,87.168774,-81.514723
Check,,369.41,QBO,False,905,1,2023-02-11,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",78,Purchases,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '2'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-02-11 18:30:04,2023-02-11 18:30:04,USD,United States Dollar,48,PG&E,Vendor,everybody force decade,,7855,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,2158 Liu Junctions Suite 808,Lindsaytown,FL,83353,-82.0321225,134.303358
CreditCard,False,751.64,QBO,False,906,0,2023-02-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",77,Telephone,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '27'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-02-12 16:25:41,2023-02-12 16:25:41,USD,United States Dollar,44,Met Life Dental,Vendor,six necessary hard,Not Set,1234,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,1942 Christine Glen,West Biancatown,LA,41224,-25.6708335,-156.336703
CreditCard,False,836.88,QBO,False,907,0,2021-12-08,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",9,Commissions & fees,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '69'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-12-08 23:51:16,2021-12-08 23:51:16,USD,United States Dollar,53,United States Treasury,Vendor,direction watch every,,7552,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,3071 Lamb Grove Suite 294,Tarafurt,LA,19684,45.2445315,130.106627
CreditCard,False,983.45,QBO,False,908,0,2023-08-10,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",79,Sales of Product Income,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '68'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-08-10 10:58:10,2023-08-10 10:58:10,USD,United States Dollar,40,Hall Properties,Vendor,grow picture nation,,6113,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,53935 Patel Overpass,South Greg,FL,25959,-18.6827655,-0.722937
Check,,281.35,QBO,False,909,0,2023-11-13,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",37,Truck,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '72'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-11-13 19:03:15,2023-11-13 19:03:15,USD,United States Dollar,56,Bob's Burger Joint,Vendor,four she bed,,5688,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,2915 Carlson Ramp,Tinaburgh,LA,08769,18.691182,134.070963
